board_name,board_id,name,position,city,term_end,add_info
Capitol Complex Restoration and Beautification Commission,BoardID=15,David Gilbertson,,Pierre,6/30/2028,"Biography:
Not specified."
Capitol Complex Restoration and Beautification Commission,BoardID=15,Laurie Gill,,Pierre,6/30/2027,"Biography:
Not specified."
Capitol Complex Restoration and Beautification Commission,BoardID=15,Jon Hansen,Speaker of the House Appointment.,,,"Biography:
Appointed: 3/19/25"
Capitol Complex Restoration and Beautification Commission,BoardID=15,Steve Harding,Mayor of Pierre,Pierre,,"Biography:
Not specified."
Capitol Complex Restoration and Beautification Commission,BoardID=15,Thomas Hurlbert,,Sioux Falls,6/30/2026,"Biography:
Not specified."
Capitol Complex Restoration and Beautification Commission,BoardID=15,Chris Karr,Speaker of the House Appointment,,,"Biography:
Appointed by Chris Karr: 4/16/25"
Capitol Complex Restoration and Beautification Commission,BoardID=15,Pat Miller,,Fort Pierre,6/30/2029,"Biography:
Not specified."
Capitol Complex Restoration and Beautification Commission,BoardID=15,Valerie Simpson,,Rapid City,6/30/2029,"Biography:
Not specified."
"Certified Professional Midwives, Board of",BoardID=207,"Chandelle Brink, President",Public Member,Box Elder,10/30/2026,
"Certified Professional Midwives, Board of",BoardID=207,Autumn Cavender-Wilson,CPM,"Granite Falls, MN",10/30/2027,
"Certified Professional Midwives, Board of",BoardID=207,Chelsea Iversen,Certified Nurse Midwife,Rapid City,10/31/2028,
"Certified Professional Midwives, Board of",BoardID=207,"Amy Lueking, MD",Physician,Pierre,10/30/2027,
"Certified Professional Midwives, Board of",BoardID=207,"Eudine Stevens, Vice President",CPM,Conde,10/30/2025,
Child Support Commission,BoardID=167,Matt Althoff,DSS Cabinet Secretary,Pierre,,
Child Support Commission,BoardID=167,Rhyann Gaddis Cudmore,Receiver,Spearfish,,
Child Support Commission,BoardID=167,Amber Hulse,Senate,Hot Springs,,
Child Support Commission,BoardID=167,Paul Ries,Payor,Bruce,,
Child Support Commission,BoardID=167,Mike Stevens,House,Yankton,,
Child Support Commission,BoardID=167,Eric Strawn,Judiciary,Deadwood,,
Child Support Commission,BoardID=167,Tom Weerheim,Referee,Sioux Falls,,
Child Support Commission,BoardID=167,Christi Weideman,State Bar,Aberdeen,,
"Children with Disabilities, South Dakota Advisory Panel on",BoardID=16,LeAnne Bawek,Parent,Doland,6/30/2027,
"Children with Disabilities, South Dakota Advisory Panel on",BoardID=16,Kristi Bunkers,Juvenile Justice,Sioux Falls,,"Biography:
Agency Required"
"Children with Disabilities, South Dakota Advisory Panel on",BoardID=16,Kyley Cumbow,"Parent, Administrator",Hot Springs,6/30/2027,
"Children with Disabilities, South Dakota Advisory Panel on",BoardID=16,Kayla Farlee,Special Education Teacher,Dupree,6/30/2027,
"Children with Disabilities, South Dakota Advisory Panel on",BoardID=16,Mary Anne Fleury,Higher Education,Belle Fourche,6/30/2026,
"Children with Disabilities, South Dakota Advisory Panel on",BoardID=16,Katie Gran,Transition State Agency,Pierre,,"Biography:
Agency Required"
"Children with Disabilities, South Dakota Advisory Panel on",BoardID=16,Jamie Hermann,Administrator,Pierre,,"Biography:
Agency Required"
"Children with Disabilities, South Dakota Advisory Panel on",BoardID=16,Katie Larson,State Child Welfare Agency,Pierre,,"Biography:
Agency Required"
"Children with Disabilities, South Dakota Advisory Panel on",BoardID=16,Stacey Meyer,Parent & Special Education Teacher,Pierre,6/30/2027,
"Children with Disabilities, South Dakota Advisory Panel on",BoardID=16,Darcy Peterson,Individual,Rapid City,6/30/2027,
"Children with Disabilities, South Dakota Advisory Panel on",BoardID=16,Brian Poelstra,Parent,Pierre,6/30/2026,
"Children with Disabilities, South Dakota Advisory Panel on",BoardID=16,Emily Quick,McKinney Vento,Coleman,,"Biography:
Agency Required"
"Children with Disabilities, South Dakota Advisory Panel on",BoardID=16,Julie Tipton,Private School,Rapid City,6/30/2026,
"Children with Disabilities, South Dakota Advisory Panel on",BoardID=16,Jessica Vogel,"State Agency, SDSBVI",Aberdeen,,"Biography:
Agency Required"
"Children with Disabilities, South Dakota Advisory Panel on",BoardID=16,Kelsey Weismantel,"Teacher, Administrator, & Individual with a Disability",Eureka,6/30/2027,
"Children with Disabilities, South Dakota Advisory Panel on",BoardID=16,Elizabeth Welfl,Parent,Spearfish,6/30/2026,
"Children with Disabilities, South Dakota Advisory Panel on",BoardID=16,Janet Whiting,Parent,Porcupine,6/30/2027,
Chiropractic Examiners Board,BoardID=18,"Bill Blickensderfer, President",Chiropractor,Rapid City,12/31/2026,
Chiropractic Examiners Board,BoardID=18,Rick Odland,Chiropractor,Sioux Falls,12/31/2027,
Chiropractic Examiners Board,BoardID=18,"Jay Ortman, Vice President",Chiropractor,Canistota,12/31/2027,
Chiropractic Examiners Board,BoardID=18,Jennifer Quail,Public Member,Brandt,12/31/2026,
Chiropractic Examiners Board,BoardID=18,"Doreen Vetter, Secretary",Chiropractor,Philip,12/31/2027,
Civil Service Commission,BoardID=25,James Carpenter,Law Enforcement Experience,"Pierre, SD",6/30/2023,
Civil Service Commission,BoardID=25,Barbara Christianson,,Rapid City,6/30/2024,"Biography:
Not Specified"
Civil Service Commission,BoardID=25,Gregory Ingemunson,Law Enforcement Experience,Black Hawk,6/30/2022,"Biography:
Not Specified"
Civil Service Commission,BoardID=25,Kim Jensen,Chief HR Officer,Yankton,6/30/2024,"Biography:
Not Specified"
Civil Service Commission,BoardID=25,Jeff Miller,Law Enforcement Experience,Brookings,6/30/2024,
Civil Service Commission,BoardID=25,Dawn Morris,,Pierre,6/30/2023,
Civil Service Commission,BoardID=25,Shannon Williams,,Redfield,6/30/2022,
Commission on Equal Access to Our Courts,BoardID=168,Julia Dvorak,Judge,Aberdeen,6/30/2028,
Commission on Equal Access to Our Courts,BoardID=168,Michelle Glodt,Governor's Appointee,Pierre,6/30/2028,
Commission on Equal Access to Our Courts,BoardID=168,John Holter,Executive Director of Veterans Community Project,Sioux Falls,6/30/2028,
Commission on Equal Access to Our Courts,BoardID=168,Margo Northrup,Judge,Pierre,3/26/2027,
Commission on Equal Access to Our Courts,BoardID=168,Greg Sattizahn,UJS State Court Administrator,Pierre,6/30/2026,
Commission on Equal Access to Our Courts,BoardID=168,Margo Tschetter Julius,Attorney,Rapid City,6/30/2028,
Commission on Equal Access to Our Courts,BoardID=168,Tom Welk,Attorney,Sioux Falls,6/30/2028,
Commission on Indigent Legal Services,BoardID=228,Betsy Doyle,,Sioux Falls,,
Commission on Indigent Legal Services,BoardID=228,Dean Neil Fulton,,Vermillion,,
Commission on Indigent Legal Services,BoardID=228,Joe Kippley,,Sioux Falls,5/6/2027,
Commission on Indigent Legal Services,BoardID=228,Rep. David Kull,,Brandon Valley,,
Commission on Indigent Legal Services,BoardID=228,Heather Lammers Bogard,,Rapid City,,
Commission on Indigent Legal Services,BoardID=228,Larry Long,,Sioux Falls,,
Commission on Indigent Legal Services,BoardID=228,Sen. Jim Mehlhaff,,,,
Commission on Indigent Legal Services,BoardID=228,Judge Bobbi Rank,,Winner,,
Commission on Indigent Legal Services,BoardID=228,Dick Travis,,Sioux Falls,,
Commission on Parenting Time Guidelines,BoardID=226,Kacy Kienholz,Custodial Parent,Pierre,12/31/2025,
Commission on Parenting Time Guidelines,BoardID=226,Christina Klinger,Sixth Judicial Circuit Presiding Judge,Pierre,12/31/2025,
Commission on Parenting Time Guidelines,BoardID=226,Shanna Moke,Parenting Resolution Specialist,Sioux Falls,12/31/2025,
Commission on Parenting Time Guidelines,BoardID=226,Tom Pischke,South Dakota Senate,Dell Rapids,12/31/2025,
Commission on Parenting Time Guidelines,BoardID=226,Kylie Riggins,Family Law and Mediator,Rapid City,12/31/2025,
Commission on Parenting Time Guidelines,BoardID=226,Ryon Rypkema,Non-Custodial Parent,Rapid City,5/21/2026,
Commission on Parenting Time Guidelines,BoardID=226,Brandei Schaefbauer,South Dakota House of Representatives,Aberdeen,12/31/2025,
Committee of Practitioners,BoardID=219,Kari Behm,Parent,Pierre,,
Committee of Practitioners,BoardID=219,Joan Brost,Special Education,Rapid City,,
Committee of Practitioners,BoardID=219,Cecilia Estes,English Language Education,Rapid City,,
Committee of Practitioners,BoardID=219,Bert Falak,CTE,Watertown,,
Committee of Practitioners,BoardID=219,Kara Four Bear,District Superintendent,Eagle Butte,,
Committee of Practitioners,BoardID=219,Becky Guffin,District Superintendent,Aberdeen,,
Committee of Practitioners,BoardID=219,Nicole Hansen,Data and Assessment,Sioux Falls,,
Committee of Practitioners,BoardID=219,Regan Manning,Private School,Sioux Falls,,
Committee of Practitioners,BoardID=219,Chrissy Peterson,Title I Director/M-V Liaison/SPED Director,Sturgis,,
Committee of Practitioners,BoardID=219,Laura Willemssen,Principal,Huron,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Sarah Aker,"Department of Social Services, Division of Medical Services",,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Kathy Bad Moccasin,Indian Health Service (IHS),,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Melony Bertram,Community Connections Inc.,,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Corey Brown,Sanford Health,,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Dan Cross,Community Support Providers of South Dakota,,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Marty Davis,EmpRes,,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Mark Deak,South Dakota Association of Healthcare Organizations (SDAHO),,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Terry Dosch,South Dakota Council of Mental Health Centers,,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Anita Dunham,Regional Health,,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Anthony Erickson,Executive Director of Senior Services - Avera,,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Connor Fiscarelli,Regional Health,,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Deb Fischer-Clemens,Avera Health,,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Laurie Gill,"Department of Social Services, Secretary",,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Clint Graybill,Sanford Health,,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Tammy Hatting,South Dakota Association of Healthcare Organizations (SDAHO),,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Troy Heinert,Senator,Mission,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Denice Houlette,Department of Human Services,,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Taffy Howard,Representative,Rapid City,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Jean Hunhoff,Representative,Yankton,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Gil Johnson,South Dakota Association of Healthcare Organizations (SDAHO),,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Tatiana Johnson,Legacy Healthcare,,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Melissa Klemann,Governor's Office,,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Dayle Knudson,Indian Health Service (IHS),,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Lee Lawrence,Indian Health Service (IHS),,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Mark Limberg,Lifequest,,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Darryl Millner,"Department of Human Services, Division of Developmental Disabilities",,,
Community Based Provider Shared Savings Workgroup,BoardID=224,Delores Pourier,Oglala Sioux Tribe,,,
